Name,Patners 1,Skills ,Skills 2,Skills 3,Skills 4,Skills 5,Skills 6,Skills 7,Skills 8,Skills 9,Skills 10,Skills 11,Skills 12,Skills 13,Skills 14,Skills 15,Skills 16,Skills 17,Skills 18,Skills 19,Url,Job category,Difficulty,Duration,skill_list,skill_list_clean
Data Storytelling,Fractal Analytics,Data Storytelling,Data Presentation,Data Visualization,Interactive Data Visualization,Storyboarding,Storytelling,Data Ethics,Data Literacy,Visual Storytelling,Data-Driven Decision-Making,Data Quality,Data Analysis,Ethical Standards And Conduct,,,,,,,https://www.coursera.org/learn/data-storytelling-fractal,General IT Specialist,BEGINNER,ONE_TO_FOUR_WEEKS,"['data storytelling', 'data presentation', 'data visualization', 'interactive data visualization', 'storyboarding', 'storytelling', 'data ethics', 'data literacy', 'visual storytelling', 'data-driven decision-making', 'data quality', 'data analysis', 'ethical standards and conduct']","['data storytelling', 'data presentation', 'data visualization', 'interactive data visualization', 'storyboarding', 'storytelling', 'data ethics', 'data literacy', 'visual storytelling', 'data-driven decision-making', 'data quality', 'data analysis', 'ethical standards and conduct']"
Introduction to Big Data,University of California San Diego,Big Data,Apache Hadoop,Scalability,Data Processing,Data Science,Distributed Computing,Unstructured Data,Data Analysis,Real Time Data,Data Quality,Data Storage,,,,,,,,,https://www.coursera.org/learn/big-data-introduction,General IT Specialist,MIXED,ONE_TO_THREE_MONTHS,"['big data', 'apache hadoop', 'scalability', 'data processing', 'data science', 'distributed computing', 'unstructured data', 'data analysis', 'real time data', 'data quality', 'data storage']","['big data', 'apache hadoop', 'scalability', 'data processing', 'data science', 'distributed computing', 'unstructured data', 'data analysis', 'real time data', 'data quality', 'data storage']"
Introduction to Data Analytics,IBM,Data Storytelling,Data Wrangling,Data Presentation,Big Data,Interactive Data Visualization,Data Analysis,Statistical Visualization,Data Cleansing,Apache Hadoop,Statistical Analysis,Data Visualization,Data Import/Export,Apache Hive,Data Mart,Data Processing,Data Warehousing,Data Transformation,Apache Spark,Data Science,https://www.coursera.org/learn/introduction-to-data-analytics,Data Analyst,BEGINNER,ONE_TO_THREE_MONTHS,"['data storytelling', 'data wrangling', 'data presentation', 'big data', 'interactive data visualization', 'data analysis', 'statistical visualization', 'data cleansing', 'apache hadoop', 'statistical analysis', 'data visualization', 'data import/export', 'apache hive', 'data mart', 'data processing', 'data warehousing', 'data transformation', 'apache spark', 'data science']","['data storytelling', 'data wrangling', 'data presentation', 'big data', 'interactive data visualization', 'data analysis', 'statistical visualization', 'data cleansing', 'apache hadoop', 'statistical analysis', 'data visualization', 'data import/export', 'apache hive', 'data mart', 'data processing', 'data warehousing', 'data transformation', 'apache spark', 'data science']"
Data Security,Cisco Learning and Certifications,Key Management,Data Security,Cryptography,Encryption,Cybersecurity,Network Security,Security Information and Event Management (SIEM),Network Monitoring,Network Analysis,Intrusion Detection and Prevention,Event Monitoring,Continuous Monitoring,Data Integrity,Incident Response,,,,,,https://www.coursera.org/learn/data-security,General IT Specialist,MIXED,ONE_TO_FOUR_WEEKS,"['key management', 'data security', 'cryptography', 'encryption', 'cybersecurity', 'network security', 'security information and event management (siem)', 'network monitoring', 'network analysis', 'intrusion detection and prevention', 'event monitoring', 'continuous monitoring', 'data integrity', 'incident response']","['key management', 'data security', 'cryptography', 'encryption', 'cybersecurity', 'network security', 'security information and event management (siem)', 'network monitoring', 'network analysis', 'intrusion detection and prevention', 'event monitoring', 'continuous monitoring', 'data integrity', 'incident response']"
Data Visualization,Johns Hopkins University,Data Visualization Software,Scientific Visualization,Interactive Data Visualization,Geospatial Information and Technology,Geospatial Mapping,Data Presentation,Color Theory,Graphic and Visual Design,Visual Design,Spatial Data Analysis,Tree Maps,Visualization (Computer Graphics),Data Storytelling,Statistical Visualization,Design Elements And Principles,Tableau Software,Plot (Graphics),Data Literacy,Computer Displays,https://www.coursera.org/specializations/data-visualization-dv,General IT Specialist,INTERMEDIATE,THREE_TO_SIX_MONTHS,"['data visualization software', 'scientific visualization', 'interactive data visualization', 'geospatial information and technology', 'geospatial mapping', 'data presentation', 'color theory', 'graphic and visual design', 'visual design', 'spatial data analysis', 'tree maps', 'visualization (computer graphics)', 'data storytelling', 'statistical visualization', 'design elements and principles', 'tableau software', 'plot (graphics)', 'data literacy', 'computer displays']","['data visualization software', 'scientific visualization', 'interactive data visualization', 'geospatial information and technology', 'geospatial mapping', 'data presentation', 'color theory', 'graphic and visual design', 'visual design', 'spatial data analysis', 'tree maps', 'visualization (computer graphics)', 'data storytelling', 'statistical visualization', 'design elements and principles', 'tableau software', 'plot (graphics)', 'data literacy', 'computer displays']"
Python Data Analytics,Meta,Pandas (Python Package),Data Analysis,Analytics,Exploratory Data Analysis,Data Manipulation,Jupyter,Data Processing,Data Wrangling,Matplotlib,Data Visualization,Programming Principles,Data Cleansing,Data Visualization Software,Python Programming,,,,,,https://www.coursera.org/learn/python-data-analytics,Data Analyst,BEGINNER,ONE_TO_THREE_MONTHS,"['pandas (python package)', 'data analysis', 'analytics', 'exploratory data analysis', 'data manipulation', 'jupyter', 'data processing', 'data wrangling', 'matplotlib', 'data visualization', 'programming principles', 'data cleansing', 'data visualization software', 'python programming']","['pandas (python package)', 'data analysis', 'analytics', 'exploratory data analysis', 'data manipulation', 'jupyter', 'data processing', 'data wrangling', 'matplotlib', 'data visualization', 'programming principles', 'data cleansing', 'data visualization software', 'python programming']"
Data Systems Foundations for Data Professionals,John Wiley & Sons,Database Systems,Database Management,Database Administration,Relational Databases,Databases,Database Architecture and Administration,Database Management Systems,Database Software,Database Theory,Transaction Processing,Scripting,Scripting Languages,Disaster Recovery,SQL,Data Security,NoSQL,Data Manipulation,Data Analysis,,https://www.coursera.org/learn/wiley-data-systems-foundations-for-data-professionals,General IT Specialist,INTERMEDIATE,ONE_TO_FOUR_WEEKS,"['database systems', 'database management', 'database administration', 'relational databases', 'databases', 'database architecture and administration', 'database management systems', 'database software', 'database theory', 'transaction processing', 'scripting', 'scripting languages', 'disaster recovery', 'sql', 'data security', 'nosql', 'data manipulation', 'data analysis']","['database systems', 'database management', 'database administration', 'relational databases', 'databases', 'database architecture and administration', 'database management systems', 'database software', 'database theory', 'transaction processing', 'scripting', 'scripting languages', 'disaster recovery', 'sql', 'data security', 'nosql', 'data manipulation', 'data analysis']"
Oracle DBA 21c: Master Database Administration,EDUCBA,Oracle Databases,Oracle SQL Developer,Performance Tuning,Database Management,Database Administration,Data Maintenance,Database Architecture and Administration,Data Migration,Database Management Systems,Patch Management,Relational Databases,Database Design,Database Software,Data Integrity,Data Import/Export,SQL,Data Storage,Data Management,User Accounts,https://www.coursera.org/specializations/oracle-dba-21c-master-database-administration,Database Administrator,BEGINNER,THREE_TO_SIX_MONTHS,"['oracle databases', 'oracle sql developer', 'performance tuning', 'database management', 'database administration', 'data maintenance', 'database architecture and administration', 'data migration', 'database management systems', 'patch management', 'relational databases', 'database design', 'database software', 'data integrity', 'data import/export', 'sql', 'data storage', 'data management', 'user accounts']","['oracle databases', 'oracle sql developer', 'performance tuning', 'database management', 'database administration', 'data maintenance', 'database architecture and administration', 'data migration', 'database management systems', 'patch management', 'relational databases', 'database design', 'database software', 'data integrity', 'data import/export', 'sql', 'data storage', 'data management', 'user accounts']"
"Database Security, Compliance, and Resilience",John Wiley & Sons,Disaster Recovery,Database Administration,Business Continuity Planning,Database Systems,Database Architecture and Administration,Database Management,Data Governance,Relational Databases,Data Management,Data Security,Business Continuity,Security Controls,SQL,Authorization (Computing),Identity and Access Management,Cyber Attacks,Data Analysis,Malware Protection,,https://www.coursera.org/learn/wiley-database-security-compliance-and-resilience,Database Administrator,INTERMEDIATE,ONE_TO_FOUR_WEEKS,"['disaster recovery', 'database administration', 'business continuity planning', 'database systems', 'database architecture and administration', 'database management', 'data governance', 'relational databases', 'data management', 'data security', 'business continuity', 'security controls', 'sql', 'authorization (computing)', 'identity and access management', 'cyber attacks', 'data analysis', 'malware protection']","['disaster recovery', 'database administration', 'business continuity planning', 'database systems', 'database architecture and administration', 'database management', 'data governance', 'relational databases', 'data management', 'data security', 'business continuity', 'security controls', 'sql', 'authorization (computing)', 'identity and access management', 'cyber attacks', 'data analysis', 'malware protection']"
"SQL Performance, Testing, and Data Integrity",Coursera,Stored Procedure,Database Development,SQL,Database Management,Database Architecture and Administration,Test Script Development,Data Integrity,Query Languages,Performance Tuning,Continuous Deployment,Data Transformation,Data Migration,CI/CD,Jest (JavaScript Testing Framework),Verification And Validation,Debugging,Auditing,Plan Execution,Statistical Hypothesis Testing,https://www.coursera.org/learn/sql-performance-testing-and-data-integrity,Data Analyst,ADVANCED,ONE_TO_THREE_MONTHS,"['stored procedure', 'database development', 'sql', 'database management', 'database architecture and administration', 'test script development', 'data integrity', 'query languages', 'performance tuning', 'continuous deployment', 'data transformation', 'data migration', 'ci/cd', 'jest (javascript testing framework)', 'verification and validation', 'debugging', 'auditing', 'plan execution', 'statistical hypothesis testing']","['stored procedure', 'database development', 'sql', 'database management', 'database architecture and administration', 'test script development', 'data integrity', 'query languages', 'performance tuning', 'continuous deployment', 'data transformation', 'data migration', 'ci/cd', 'jest (javascript testing framework)', 'verification and validation', 'debugging', 'auditing', 'plan execution', 'statistical hypothesis testing']"
